#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
UNC13B	PPFIA1	9606.ENSP00000479261	9606.ENSP00000253925	0	0	0	0	0	0.071	0.500	0.858	0.928
UQCRC1	ACO2	9606.ENSP00000203407	9606.ENSP00000216254	0	0	0	0	0.673	0.188	0	0.500	0.855
UQCRC1	NDUFA6	9606.ENSP00000203407	9606.ENSP00000482543	0	0	0	0	0.242	0.968	0.216	0.418	0.987
UQCRC1	NDUFS6	9606.ENSP00000203407	9606.ENSP00000274137	0	0	0	0	0.516	0.966	0	0.478	0.990
USP19	RNF123	9606.ENSP00000401197	9606.ENSP00000328287	0	0	0	0	0.456	0.095	0.900	0.893	0.994
USP28	USP4	9606.ENSP00000003302	9606.ENSP00000265560	0	0	0	0	0.073	0.315	0	0.591	0.718
USP28	MYC	9606.ENSP00000003302	9606.ENSP00000478887	0	0	0	0	0	0.791	0.700	0.507	0.966
USP39	PRPF6	9606.ENSP00000312981	9606.ENSP00000266079	0	0	0	0	0.095	0.864	0.720	0.653	0.986
USP39	SF3B4	9606.ENSP00000312981	9606.ENSP00000271628	0	0	0	0	0.154	0.800	0	0.213	0.855
USP39	DDX23	9606.ENSP00000312981	9606.ENSP00000310723	0	0	0	0	0.270	0.882	0.900	0.685	0.996
USP39	SF3B2	9606.ENSP00000312981	9606.ENSP00000318861	0	0	0	0	0.176	0.800	0	0.091	0.837
USP39	LSM2	9606.ENSP00000312981	9606.ENSP00000364813	0	0	0	0	0.075	0.800	0.900	0.531	0.990
USP39	PRPF3	9606.ENSP00000312981	9606.ENSP00000315379	0	0	0	0	0.168	0.855	0.900	0.666	0.995
USP4	USP28	9606.ENSP00000265560	9606.ENSP00000003302	0	0	0	0	0.073	0.315	0	0.591	0.718
USP4	PRPF3	9606.ENSP00000265560	9606.ENSP00000315379	0	0	0	0	0.255	0.594	0	0.653	0.885
VAMP5	VAMP8	9606.ENSP00000305647	9606.ENSP00000263864	0	0	0	0.767	0.060	0.425	0	0.610	0.771
VAMP5	SNAP47	9606.ENSP00000305647	9606.ENSP00000314157	0	0	0	0	0.067	0.598	0	0.279	0.706
VAMP8	VAMP5	9606.ENSP00000263864	9606.ENSP00000305647	0	0	0	0.767	0.060	0.425	0	0.610	0.771
VAMP8	SNAP47	9606.ENSP00000263864	9606.ENSP00000314157	0	0	0	0	0.086	0.556	0.540	0.433	0.880
VARS1	ABTB1	9606.ENSP00000364815	9606.ENSP00000232744	0	0	0	0	0.053	0.796	0	0.074	0.805
VARS1	POLR1A	9606.ENSP00000364815	9606.ENSP00000263857	0.042	0	0	0	0.440	0.431	0	0.351	0.775
VARS1	QARS1	9606.ENSP00000364815	9606.ENSP00000307567	0.042	0	0	0	0.333	0.223	0	0.841	0.910
VARS1	TARS2	9606.ENSP00000364815	9606.ENSP00000358060	0.102	0	0	0	0.383	0	0	0.850	0.910
VARS1	PDCD11	9606.ENSP00000364815	9606.ENSP00000358812	0.049	0	0	0	0.709	0	0	0.353	0.805
VARS1	CDC23	9606.ENSP00000364815	9606.ENSP00000378350	0.108	0	0	0	0.598	0	0	0.254	0.709
VARS1	SARS2	9606.ENSP00000364815	9606.ENSP00000472847	0.070	0	0	0	0.453	0.054	0	0.792	0.886
VARS1	VARS2	9606.ENSP00000364815	9606.ENSP00000441000	0	0	0.074	0.932	0.143	0	0.900	0.187	0.926
VARS2	QARS1	9606.ENSP00000441000	9606.ENSP00000307567	0	0	0	0	0.251	0.109	0	0.840	0.884
VARS2	TARS2	9606.ENSP00000441000	9606.ENSP00000358060	0.075	0	0	0	0.367	0	0	0.826	0.889
VARS2	PDCD11	9606.ENSP00000441000	9606.ENSP00000358812	0.046	0	0	0	0.580	0	0	0.348	0.716
VARS2	VARS1	9606.ENSP00000441000	9606.ENSP00000364815	0	0	0.074	0.932	0.143	0	0.900	0.187	0.926
VARS2	SARS2	9606.ENSP00000441000	9606.ENSP00000472847	0.042	0	0	0	0.400	0	0	0.777	0.860
VPS45	PLEKHO1	9606.ENSP00000495563	9606.ENSP00000358120	0	0.640	0	0	0.042	0	0	0.221	0.708
VPS72	RUVBL1	9606.ENSP00000346464	9606.ENSP00000318297	0	0	0	0	0.084	0.965	0.800	0.944	0.999
VPS72	ANP32E	9606.ENSP00000346464	9606.ENSP00000463154	0	0	0	0	0.060	0.765	0	0.637	0.912
VPS72	H2BC11	9606.ENSP00000346464	9606.ENSP00000476136	0	0	0	0	0.055	0.900	0	0.178	0.915
VPS72	TRRAP	9606.ENSP00000346464	9606.ENSP00000352925	0	0	0	0	0.042	0.794	0.800	0.929	0.996
WASHC2C	IGF2R	9606.ENSP00000485513	9606.ENSP00000349437	0	0	0	0	0.086	0	0	0.770	0.780
WDPCP	KPNA5	9606.ENSP00000272321	9606.ENSP00000357552	0	0	0	0	0.782	0	0	0	0.782
WDTC1	DDB2	9606.ENSP00000317971	9606.ENSP00000256996	0	0	0	0	0.049	0	0.540	0.403	0.716
WNT10B	LRP5	9606.ENSP00000301061	9606.ENSP00000294304	0	0	0	0	0	0.204	0.650	0.992	0.997
WTAP	IGF2BP2	9606.ENSP00000351141	9606.ENSP00000410242	0	0	0	0	0.049	0	0	0.721	0.723
XPOT	NUP160	9606.ENSP00000327821	9606.ENSP00000367721	0	0	0	0	0.271	0	0.400	0.517	0.770
YIF1B	MDC1	9606.ENSP00000343435	9606.ENSP00000365588	0	0	0	0	0.044	0	0	0.751	0.751
YJEFN3	PNPO	9606.ENSP00000426964	9606.ENSP00000493302	0.052	0.899	0	0	0	0	0	0.073	0.904
ZGPAT	LIME1	9606.ENSP00000332013	9606.ENSP00000309521	0	0.107	0	0	0.212	0	0	0.620	0.709
ZGPAT	PRPF3	9606.ENSP00000332013	9606.ENSP00000315379	0	0	0	0	0.255	0.662	0	0	0.737
ZKSCAN4	PGBD1	9606.ENSP00000366509	9606.ENSP00000259883	0	0	0	0.618	0.067	0.783	0	0.275	0.840
ZMYND11	EMSY	9606.ENSP00000371003	9606.ENSP00000433205	0	0	0	0	0.067	0.292	0	0.890	0.920
ZNF10	SETDB1	9606.ENSP00000248211	9606.ENSP00000271640	0	0	0	0	0.068	0.095	0	0.734	0.756
ZNF131	EMSY	9606.ENSP00000426504	9606.ENSP00000433205	0	0	0	0	0.082	0.292	0	0.698	0.787
ZNF687	INTS3	9606.ENSP00000319829	9606.ENSP00000318641	0	0	0	0	0.131	0.994	0	0	0.994
ZNRD1	RNF39	9606.ENSP00000331111	9606.ENSP00000244360	0	0	0	0	0	0	0	0.707	0.707
ZNRD1	GTF2H4	9606.ENSP00000331111	9606.ENSP00000259895	0	0.230	0	0	0.054	0.289	0.500	0	0.706
ZNRD1	POLR1A	9606.ENSP00000331111	9606.ENSP00000263857	0	0	0	0	0.320	0.997	0.800	0.718	0.999
ZNRD1	TCEA2	9606.ENSP00000331111	9606.ENSP00000343515	0	0	0	0	0	0.099	0	0.751	0.766
ZNRD1	POLI	9606.ENSP00000331111	9606.ENSP00000462664	0	0	0	0	0	0	0	0.810	0.810
